event_id,user_id,content_id,watch_timestamp,device,watch_time_minutes,completion_percentage,is_finished,region
4db0d0c2-785e-4000-82fa-79a9fd09d84d,U0000048,C0000037,2024-06-06 20:55:54,smart_tv,15,45.74,False,Panama
52b32b35-e176-4617-94e4-415fde872ba6,U0000060,C0000075,2027-02-09 23:57:02,nintendo 3ds,99,59.81,False,Costa Rica
d6ec1fd9-fa44-4aae-9ee1-7bc8c2c5f95c,U0000078,C0000061,2026-10-23 04:03:28,smart_tv,83,65.53,False,Ecuador
78e466e2-644b-4338-9392-f46a5b6b460e,U0000065,C0000083,2024-12-19 01:15:45,nintendo 3ds,22,98.26,True,Honduras
a7657060-869e-4fd5-ae40-1bbab9647f10,U0000021,C0000047,2026-02-02 09:24:26,frige,157,52.88,False,Panama
f2798ed0-6188-4191-9130-ae360a3a93fc,U0000083,C0000043,2024-05-14 10:06:35,Wii,162,6.18,False,Venezuela
56c19ef0-5caa-4792-9265-83dea05ecf79,U0000085,C0000078,2028-11-23 04:21:05,tablet,219,25.95,False,Guatemala
97c2a61d-375a-431c-9729-63d5662add88,U0000090,C0000085,2026-03-13 04:38:45,smart_tv,168,31.71,False,Venezuela
80029d8a-2337-4e1d-b347-1f3ecb90fd27,U0000043,C0000017,2027-10-04 22:53:47,smart_tv,165,56.33,False,Bolivia
99f74c0a-49aa-4064-8489-cdc2104fbb77,U0000047,C0000040,2025-01-04 06:21:49,nintendo 3ds,5,51.34,False,Colombia
c616eacb-9228-438a-8d44-65f6605541a8,U0000020,C0000010,2025-08-28 03:32:49,mobile,36,23.43,False,Ecuador
4f1e490b-6aa2-4b01-82d2-73f20b921458,U0000017,C0000077,2026-02-10 04:10:11,tablet,159,87.76,False,Honduras
ee8e1fa8-7eaf-4c14-8c4d-492f779f4981,U0000087,C0000093,2025-05-01 14:39:18,nintendo 3ds,94,5.33,False,Chile
c37bf138-261b-412b-84f8-4096371c6437,U0000061,C0000025,2026-01-23 21:36:28,nintendo 3ds,80,53.87,False,Venezuela
ee47d507-a3ac-4a49-9a7f-0e5998f7580a,U0000068,C0000054,2024-11-27 06:51:38,tablet,129,78.03,False,Peru
4cd6daa1-9784-4c1f-8e90-83b0650be566,U0000048,C0000071,2024-07-29 22:54:33,smart_tv,124,6.17,False,Venezuela
e4da2823-b402-4f1e-b307-914471d2aafa,U0000035,C0000058,2026-11-17 04:53:27,smart_tv,42,9.3,False,Chile
e93df9ea-a223-4043-9dcb-8ec2bb9821b9,U0000045,C0000004,2026-04-29 01:25:32,frige,227,81.85,False,Chile
22410ab2-32f5-4155-8a29-83c8f507ae55,U0000048,C0000029,2024-02-27 10:59:06,frige,21,39.23,False,Argentina
aca0a7cb-1c57-4af3-9af3-377d7f517030,U0000061,C0000090,2028-08-29 04:48:45,nintendo 3ds,74,14.62,False,Honduras
a1c3827b-c6d6-423c-b318-bee9a3001b1d,U0000011,C0000003,2025-06-08 06:53:09,Wii,232,61.92,False,Spain
733dde8f-2929-4e91-996a-0c86a775eabf,U0000039,C0000016,2024-04-07 07:26:40,nintendo 3ds,61,77.84,False,Canada
05caf78e-8786-4efb-83c4-dbf6bdf4e022,U0000064,C0000077,2027-01-02 00:40:32,laptop,232,11.97,False,Argentina
a8f141f4-c04b-4f79-a26d-658cce5e00b9,U0000079,C0000046,2025-05-07 18:26:11,smart_tv,1,29.84,False,El Salvador
21d75885-331a-47ce-b547-2cd382221722,U0000068,C0000070,2026-11-05 16:35:01,Wii,18,97.49,True,Paraguay
ad1407f1-46da-44c8-b769-ae00f22eeed1,U0000048,C0000033,2028-03-10 00:22:50,smart_tv,100,5.31,False,Guatemala
b78118c5-486a-4081-b9cd-04277903f8d1,U0000081,C0000014,2028-04-29 18:47:48,frige,169,24.87,False,Argentina
be5f0a64-4ff1-4422-a5e8-1bd3134530b0,U0000044,C0000083,2024-12-24 21:29:44,nintendo 3ds,140,5.39,False,Brazil
0916fb2f-c3e2-47f1-a6b4-69c73bd84b42,U0000092,C0000100,2026-07-26 01:18:12,mobile,17,81.34,False,Colombia
1ba6e0fb-815a-46ef-8607-5a492bd68f38,U0000040,C0000066,2026-03-26 17:30:16,mobile,81,88.69,False,Colombia
231d1644-d7eb-4f3e-a41e-f9d896adac5c,U0000100,C0000007,2028-11-08 20:21:17,smart_tv,221,29.32,False,Guatemala
96017939-2969-4023-aeb3-906e45275699,U0000096,C0000057,2026-03-02 10:11:31,nintendo 3ds,103,44.26,False,Guatemala
faa3b2f7-7be6-433e-82ab-41e611330349,U0000035,C0000011,2028-01-29 13:05:27,tablet,133,92.51,True,Nicaragua
37a67bc2-6059-4d91-91df-3fe54d5f74c1,U0000011,C0000042,2027-09-15 09:19:28,Wii,27,30.08,False,Brazil
8d4b5016-9cd4-4bba-a6c4-d02e4b3321a7,U0000058,C0000006,2028-01-28 11:39:27,desktop,90,69.29,False,USA
2fe70621-b3a5-42bc-bef4-02b883e51a65,U0000052,C0000047,2026-11-16 23:43:10,mobile,164,8.43,False,Argentina
6468a274-8a1a-4cb6-9af6-538d0293ed6c,U0000057,C0000005,2024-09-15 02:15:49,frige,174,85.02,False,Guatemala
e56066fb-20ba-4caa-a542-b290465cfd3d,U0000005,C0000078,2024-11-10 21:28:23,frige,146,38.9,False,Honduras
4927adf8-6c3a-4be2-835b-0c9d74641d80,U0000018,C0000068,2026-01-21 12:20:41,desktop,147,76.55,False,Chile
f24bb404-bb70-47c8-932c-4f1321bc5368,U0000095,C0000024,2026-10-19 16:24:58,smart_tv,7,96.09,True,Peru
2b488bd5-34c2-4314-850b-8eb4b08b8640,U0000058,C0000028,2027-06-07 09:44:58,nintendo 3ds,181,77.72,False,Colombia
a85803a9-29de-4313-a09b-6762f773ab4b,U0000010,C0000058,2024-12-19 22:28:05,frige,219,13.14,False,Guatemala
1238b4c7-e11a-44f0-a4c4-6b5db753138a,U0000070,C0000038,2028-12-30 09:54:10,tablet,141,71.24,False,Guatemala
15e71b37-6806-4a24-985a-b1965bf410c9,U0000026,C0000018,2025-04-29 15:01:23,frige,32,51.37,False,Honduras
e0e59fd2-58cd-453e-aebb-3ffd97bb69ba,U0000017,C0000079,2028-12-15 02:04:19,Wii,142,80.56,False,Paraguay
6f7be838-d3bd-4a06-893a-bd3dc9f4b9a8,U0000053,C0000074,2024-05-31 04:20:41,smart_tv,197,53.04,False,Honduras
fd6b2c53-f6ce-4f78-bdc9-865cd7862141,U0000045,C0000017,2028-12-03 17:40:37,tablet,133,47.12,False,Argentina
20fcb4d9-246a-42f1-a736-1200716e4a46,U0000008,C0000016,2026-11-27 04:19:10,tablet,234,43.83,False,Ecuador
70689100-41b0-46ae-99ba-c4e289de89e7,U0000045,C0000067,2025-08-04 02:16:12,desktop,58,93.54,True,Argentina
43cee3d0-9310-43d4-bc29-738b263961ae,U0000069,C0000012,2026-10-26 20:10:37,tablet,158,62.88,False,Brazil
b330094f-3bd3-4785-a1ca-8b557feb27d2,U0000078,C0000044,2028-09-21 18:02:52,mobile,185,66.21,False,Canada
d9173166-4e46-44ca-a1bc-b48b9e0b9ef1,U0000099,C0000074,2025-06-26 20:13:49,Wii,165,5.5,False,Panama
f6a45de9-2a34-46e7-99c7-1bdc990edcfa,U0000081,C0000070,2025-08-16 20:19:30,laptop,128,64.26,False,Cuba
e5a18479-80ab-4746-b473-a1d96d130670,U0000089,C0000008,2024-11-19 14:26:30,nintendo 3ds,19,30.45,False,Colombia
dc188ad9-c80d-48cb-81bc-80556901ca43,U0000041,C0000092,2025-10-15 23:55:22,Wii,37,34.68,False,Argentina
84d0cf87-25f6-4cbe-9c44-23c253e19c74,U0000072,C0000014,2025-10-15 07:29:07,desktop,132,76.31,False,Honduras
7bdc2b30-51c0-41be-97fe-594cf5314724,U0000007,C0000038,2026-02-25 19:26:15,tablet,25,25.54,False,Ecuador
3d03d196-ab09-47bc-93c2-ca4046a3c8f7,U0000041,C0000025,2028-04-11 05:31:32,nintendo 3ds,185,93.44,True,Paraguay
8fd24c1a-e1d5-4e6a-ab72-b78719008d83,U0000003,C0000012,2026-03-16 16:29:15,laptop,128,88.03,False,Costa Rica
943c10c9-156d-4f0a-a08c-0619cd89ebe9,U0000037,C0000064,2027-05-08 20:43:30,desktop,13,35.94,False,Nicaragua
963eaaa5-58d0-4bf8-a37c-9287be467bc1,U0000056,C0000018,2028-12-12 08:46:23,Wii,28,1.81,False,Guatemala
35ae5691-c04f-497c-b5a6-122fd08a67aa,U0000073,C0000072,2025-02-02 11:35:18,smart_tv,14,5.48,False,Cuba
71496ac7-f144-4014-b4f7-07cb78bf7582,U0000071,C0000036,2028-08-17 19:43:39,smart_tv,196,50.92,False,Argentina
bda693aa-4489-4124-9bf9-cb06385532b0,U0000048,C0000044,2027-02-16 11:48:09,laptop,101,97.53,True,Panama
baaf9542-36b2-4684-8d1e-7f2dc320af74,U0000006,C0000006,2024-03-20 04:45:21,nintendo 3ds,129,51.4,False,El Salvador
dd783505-cd6c-44d4-b27a-0e4e682b87a1,U0000066,C0000018,2025-11-02 19:20:10,Wii,156,46.24,False,Panama
a354b9eb-5627-46ab-a997-6894537c767c,U0000076,C0000044,2026-11-04 16:34:31,desktop,77,74.19,False,Paraguay
5d44f5a9-2359-468e-9110-c13732191a64,U0000043,C0000087,2024-08-12 13:37:19,mobile,95,81.76,False,Panama
3da1b827-c641-4fff-915a-fbf361a88617,U0000100,C0000075,2027-03-28 07:46:03,nintendo 3ds,168,47.98,False,Brazil
beb3b3c4-40fa-4b9e-aed6-c7d9c689d69b,U0000080,C0000100,2028-09-18 12:09:52,laptop,185,52.9,False,USA
af7d267c-2d17-4fbf-9114-17f53fd24faa,U0000015,C0000025,2024-02-08 14:20:26,tablet,180,57.68,False,Bolivia
c4cc6419-706b-44b4-b35a-3b1aa933d636,U0000065,C0000100,2027-06-06 15:55:54,mobile,106,69.36,False,Argentina
c6b1ba1e-6b0f-4996-ad78-ca4692350e86,U0000042,C0000085,2026-09-06 16:24:20,tablet,144,52.35,False,Honduras
713d9be8-1dff-41a4-8efe-41590a1f0c8b,U0000070,C0000046,2027-10-16 23:43:41,desktop,88,91.3,True,Panama
56177446-e1c6-4bb4-b775-27c2c46982ee,U0000036,C0000072,2025-09-03 07:19:49,desktop,64,48.93,False,Colombia
8b595d25-e7b7-468b-a5b4-ec73a757f611,U0000041,C0000062,2025-12-15 17:59:59,desktop,126,69.33,False,Venezuela
871b1258-6ba6-406e-be00-2dfa1bfd7e6f,U0000070,C0000049,2026-03-19 11:49:51,tablet,174,13.07,False,Venezuela
d36b34e4-67e1-4ff0-bc64-d241f3a1820a,U0000011,C0000045,2026-06-24 20:16:47,nintendo 3ds,183,5.16,False,Colombia
ca756310-be2e-4871-9e39-0379264525a1,U0000035,C0000072,2027-11-26 08:08:06,laptop,138,21.0,False,Chile
7a080fcf-5a78-437a-9725-b482cb651c92,U0000068,C0000029,2027-07-30 07:03:06,Wii,232,6.03,False,Ecuador
efae4aff-4e80-4079-8145-a95c54c4cad5,U0000088,C0000099,2024-10-08 00:35:59,tablet,26,72.02,False,Bolivia
9e77c7db-fc3a-4e7f-b8f0-9936ed646edd,U0000061,C0000062,2027-08-25 06:48:18,frige,226,65.64,False,Venezuela
fd44d35a-b3dc-45fc-9a5f-77d1ec4713d3,U0000099,C0000012,2027-08-28 18:14:34,mobile,233,64.94,False,Brazil
b141c205-e975-4485-ac81-7dd7044c4190,U0000023,C0000005,2028-09-08 12:50:31,tablet,215,42.37,False,Venezuela
0923ed97-477d-497c-9b2d-35a9e9710e74,U0000039,C0000073,2027-05-19 03:59:21,desktop,3,87.8,False,Honduras
c4672fca-7b55-4bd2-be56-fa0385d6b12c,U0000068,C0000064,2028-12-26 04:54:32,nintendo 3ds,140,98.92,True,Peru
7c6ec8d8-0b74-4f7d-aeda-a09b016e11c7,U0000043,C0000021,2028-02-06 14:41:16,tablet,29,20.09,False,Mexico
28a44e3f-54df-42a4-ab87-393ce10362bf,U0000038,C0000073,2027-10-13 06:11:39,Wii,203,73.93,False,Bolivia
920770ec-0135-489e-9505-1e7cf7226f6b,U0000052,C0000086,2024-07-14 05:08:30,frige,23,52.01,False,Chile
9ee70c17-d18b-400f-bc4a-02aa77cbfba7,U0000031,C0000058,2028-03-23 08:21:19,mobile,99,1.68,False,Peru
8ff8a951-de48-4d77-a2c5-7432e3100064,U0000031,C0000008,2027-09-29 03:29:19,tablet,178,65.71,False,Cuba
2f52621b-fda5-48c3-a0b1-ae59005891e5,U0000091,C0000099,2025-09-28 22:07:40,desktop,237,68.92,False,Guatemala
399b8702-c676-4971-9c9e-f290d4f0c5af,U0000018,C0000062,2024-11-09 14:47:38,frige,57,61.85,False,Bolivia
6fd2fc27-0ea4-4317-bf30-588bd4c694f8,U0000061,C0000097,2027-01-05 21:52:13,laptop,234,70.49,False,Panama
a465201f-f84c-4359-88c0-52a1ea500de8,U0000068,C0000058,2026-12-17 22:23:04,smart_tv,21,87.44,False,USA
d0925862-5c72-4d97-9712-1dc319ad3f55,U0000065,C0000026,2027-03-18 17:09:10,frige,232,83.05,False,El Salvador
f0262fb6-3e29-499f-a791-7c75772edd40,U0000027,C0000092,2027-04-09 15:05:57,nintendo 3ds,175,44.74,False,USA
b73d1b45-68fc-4b3a-83f9-85ce59f33bb5,U0000054,C0000059,2027-02-28 01:35:29,desktop,132,45.89,False,Mexico
62e85896-5cc7-47b7-9838-47844613bcbb,U0000001,C0000096,2025-03-22 18:04:02,Wii,210,40.2,False,Guatemala
7ee2cfd9-9c3a-43d7-b811-0090bc51cbe0,U0000008,C0000009,2026-08-24 01:18:26,tablet,139,70.34,False,Argentina
be0ed2d7-c031-436f-830c-b7a4ae777657,U0000083,C0000054,2026-02-05 12:28:55,Wii,187,76.82,False,Cuba
f2e7d94a-4af4-4525-aea6-7268bca40722,U0000070,C0000018,2027-08-31 11:07:11,Wii,170,8.94,False,El Salvador
93adaa5b-9f53-4cb1-8352-bc557d2dc2be,U0000001,C0000097,2024-02-16 09:29:43,Wii,58,13.61,False,Nicaragua
d96e859f-ecc5-4366-9a0c-8770f0f84fcb,U0000032,C0000059,2025-12-09 04:17:12,smart_tv,59,38.55,False,USA
54d5d311-0da9-4137-9e91-ac59698f8b0d,U0000079,C0000099,2028-12-14 00:15:13,smart_tv,108,81.14,False,Spain
526bfcb1-31fa-4cb5-88e3-8e6d5577b2a5,U0000077,C0000087,2027-12-11 01:15:47,mobile,115,59.8,False,Cuba
395d0389-f9c6-4521-89a8-3dee9cfeb224,U0000028,C0000097,2028-11-03 01:08:32,desktop,139,44.46,False,Chile
e7973db5-9971-423e-8564-19e129c1be9b,U0000074,C0000041,2027-03-28 19:49:43,frige,188,81.76,False,Chile
f8160480-653d-4965-818e-1167980370f6,U0000085,C0000067,2025-03-28 13:19:17,mobile,37,30.87,False,Nicaragua
0aa5ff83-9f48-497c-8a34-93eabc1e2e17,U0000095,C0000023,2027-07-06 21:27:35,nintendo 3ds,226,94.9,True,USA
f0b5002d-9ba3-478e-9c04-538cebe45fda,U0000086,C0000049,2028-05-28 16:20:44,Wii,165,97.26,True,Bolivia
2e3d9368-f3bb-4dea-bdbf-938edb4adbc3,U0000024,C0000097,2027-01-06 15:15:54,laptop,97,15.77,False,Venezuela
5d248aee-aacb-4383-a245-c85722def5af,U0000060,C0000008,2027-02-25 13:26:35,tablet,37,85.9,False,Cuba
b4c09342-cfff-4baa-81b1-592ecc1ead6d,U0000043,C0000083,2024-06-10 14:54:23,smart_tv,53,25.04,False,Nicaragua
a64d8b6b-bde5-4b2a-9a8d-5020edebaef6,U0000007,C0000035,2026-02-11 21:38:38,mobile,49,72.73,False,Canada
d5ea95ee-75f3-4d8d-876a-072ae810b320,U0000076,C0000093,2027-10-07 17:13:30,laptop,195,19.63,False,Ecuador
24b042bb-9612-49cc-b63a-e144a4c87dc6,U0000002,C0000028,2025-01-24 23:07:47,nintendo 3ds,233,31.02,False,Chile
3f6fe5c6-a4a8-4385-8ce5-290c49aed30b,U0000027,C0000051,2025-05-05 17:20:49,desktop,181,69.87,False,Cuba
30d0b6d6-992a-44c8-b7ff-2bde7fb4edeb,U0000046,C0000040,2025-06-19 11:32:56,nintendo 3ds,167,47.16,False,Honduras
cd610783-c171-4946-b118-998f64987c62,U0000061,C0000098,2028-09-15 10:58:13,frige,185,10.76,False,Ecuador
9b98c9e8-55cf-480c-8a82-1cd508573177,U0000029,C0000095,2024-10-25 00:16:35,Wii,145,41.98,False,Venezuela
a4b96425-d443-4878-af4b-4767a7f7b827,U0000030,C0000049,2027-03-12 07:31:35,frige,85,16.09,False,Peru
4185be30-e801-45f7-a273-5878d1845389,U0000093,C0000083,2028-02-23 15:29:10,frige,126,76.57,False,Brazil
cbf3caa1-4e55-4f39-b9cd-8c35a510e8f4,U0000063,C0000024,2028-12-26 17:41:03,mobile,140,14.86,False,Canada
46fa53ab-4f9f-4ecd-b7aa-c2201e6f4b93,U0000007,C0000098,2024-01-14 13:08:53,laptop,172,94.57,True,Canada
c1f2cba5-0efd-44b9-a2d5-4aae68ef9978,U0000028,C0000065,2026-07-22 11:03:39,nintendo 3ds,3,71.01,False,Paraguay
d9b83df0-cead-4058-90cc-2366716f2510,U0000071,C0000053,2024-01-25 00:33:46,desktop,137,2.56,False,Nicaragua
1624979f-9513-4803-9e00-aa7adc5079c4,U0000065,C0000090,2027-10-12 13:51:58,tablet,5,97.77,True,Spain
6c1d00e3-a9bd-474c-9af3-c4a182d802f3,U0000020,C0000031,2025-01-28 19:33:16,frige,135,91.89,True,Peru
f2a14bf4-fc3f-4f05-bd8a-dc99efae468a,U0000048,C0000052,2026-07-29 18:15:44,laptop,21,79.7,False,Venezuela
73d2a538-4c2e-45aa-bf14-89e6f0944cb2,U0000011,C0000084,2028-10-23 20:48:02,smart_tv,218,68.72,False,Cuba
11bfa58b-f238-4a89-9d08-de9eba6c316d,U0000061,C0000008,2027-07-28 00:44:10,smart_tv,142,38.55,False,Paraguay
9ff74b25-f1b0-43c7-81f8-757e2f4e9133,U0000043,C0000073,2028-10-23 03:57:33,mobile,166,84.69,False,Chile
0387ee62-9d33-4c47-86dd-9e10f51898d0,U0000089,C0000073,2026-08-31 08:02:59,smart_tv,223,21.93,False,Peru
3018be55-5c2a-466c-9b56-d5428e2445fb,U0000085,C0000005,2025-01-02 10:01:13,tablet,145,90.03,True,Cuba
adf32030-023f-470a-a02b-6164119dfe48,U0000021,C0000073,2025-05-07 18:53:54,Wii,77,92.96,True,Nicaragua
fb6c2fd4-f943-4584-a837-b43301a48102,U0000095,C0000018,2028-06-06 22:46:05,frige,194,33.84,False,USA
71778acb-4d55-426e-8b91-94b4ba40d380,U0000010,C0000044,2027-05-24 19:38:25,frige,60,10.67,False,Mexico
4c13efa7-ee0b-4ded-94af-125bd0ffe1e9,U0000058,C0000063,2025-04-12 11:35:24,Wii,201,63.78,False,Brazil
64473914-d3ff-49d1-8943-a8883599fde9,U0000049,C0000011,2028-04-30 19:18:51,laptop,170,68.29,False,Canada
6b32c50b-9b5a-47fe-a1a6-b1d721d63865,U0000049,C0000092,2028-05-24 20:09:47,Wii,40,9.12,False,Ecuador
1744f0e4-2a70-40f6-922d-f2ab94a56eb4,U0000001,C0000040,2026-06-29 11:48:17,smart_tv,24,36.71,False,Argentina
fadba16b-f169-41b1-910b-4b7e73ebe814,U0000058,C0000072,2027-02-10 16:26:06,mobile,111,9.64,False,Canada
23bbfdc2-7f42-48c1-b13b-5f896222edbf,U0000077,C0000077,2028-05-25 10:55:24,mobile,24,36.04,False,Venezuela
add0e5cd-2ffa-4c44-8dd5-3fe606007dee,U0000011,C0000093,2027-02-19 07:36:33,tablet,200,41.97,False,Cuba
70564eaa-5251-40c3-9fdb-88b423d4fde6,U0000039,C0000035,2026-10-06 04:04:10,Wii,69,17.78,False,Peru
86ab264d-2910-4d3b-8206-9338860a7b87,U0000010,C0000047,2025-05-30 07:46:40,nintendo 3ds,124,42.69,False,Panama
504c1a64-a422-4d2c-a9e2-dfead4f97c42,U0000014,C0000018,2025-09-15 00:25:21,Wii,118,62.05,False,Ecuador
eae4b39f-8e6a-4870-beb4-6f777133994c,U0000084,C0000077,2024-10-05 09:20:38,laptop,111,44.58,False,Paraguay
61c1bd5b-99ce-4539-9d28-84264028ee84,U0000041,C0000038,2028-02-14 22:40:31,laptop,102,32.1,False,Ecuador
561009c6-4b13-4c82-8765-ba93519e2efd,U0000051,C0000047,2024-08-21 18:12:37,tablet,210,38.23,False,Nicaragua
55b31952-4f10-469a-98d7-d5d2919547a3,U0000060,C0000091,2025-03-05 14:51:18,smart_tv,187,3.66,False,Bolivia
ce69662a-c9e5-4d45-a6c3-33e02641be1f,U0000082,C0000039,2025-05-10 08:42:09,Wii,36,67.62,False,Cuba
d9b54d20-0610-472c-aa60-84b2a5a5e1cb,U0000062,C0000075,2026-03-31 17:32:59,Wii,154,8.32,False,Nicaragua
9d555b58-c0f7-4254-b0dd-0dcf1d49ccfc,U0000090,C0000069,2027-05-01 20:58:05,smart_tv,93,4.64,False,Chile
c586f0f2-bdb1-446d-aed6-cb1eb87a1548,U0000022,C0000083,2027-06-08 01:36:41,Wii,91,66.1,False,Ecuador
1dc448ce-5eac-43d9-9242-37505dffb61e,U0000014,C0000002,2024-07-20 08:14:32,laptop,111,96.61,True,Honduras
8baa2674-d377-4408-aaf3-d1148aa30b40,U0000099,C0000087,2027-04-20 22:32:09,frige,119,38.04,False,Mexico
c3b66f89-3fba-4a45-bbae-d9ff150db5ea,U0000054,C0000011,2024-08-25 23:09:22,desktop,76,48.79,False,Ecuador
5c95bd05-8b4c-4c0c-ad67-633331158163,U0000067,C0000062,2025-12-14 15:06:28,nintendo 3ds,53,46.08,False,Ecuador
a750e9f2-3ef6-4260-af84-bfbe64dcf948,U0000091,C0000015,2024-02-16 10:41:06,tablet,12,7.65,False,Chile
23a488c1-156e-48c4-acb1-daadedb84aac,U0000021,C0000043,2027-02-20 13:29:14,Wii,142,52.08,False,Brazil
eead83ef-0db6-4111-b89b-9187c8ecd3d8,U0000056,C0000051,2024-02-29 23:39:56,laptop,169,19.45,False,Honduras
f26d7966-a32c-4c10-a808-ec935fe819ae,U0000001,C0000091,2025-03-15 06:17:48,smart_tv,100,59.63,False,Costa Rica
83495d12-a500-4daa-b093-20c289aa7384,U0000069,C0000024,2026-01-19 10:12:29,smart_tv,224,11.07,False,Peru
